,title,view,like,unlike,comment,date,token2
68,[ENG] 변신 컨투어링 메이크업 - Contouring Makeup | 다또아,415883,5200,257,927,2016.6.23,"['투어링', '메이크업', '변신']"
69,55만원 대왕 브러쉬 세트 리뷰 - Artis Mirror Brush set review  | 또아리뷰,538129,4600,269,752,2016.6.17,"['또아리', '세트', '리뷰', '브러쉬', '대왕']"
70,[염색 후기] 요즘 유행하는 코토리 베이지로 염색함 | 또아VLOG,470769,4200,226,654,2016.6.2,"['염색', '후기', '요즘', '유행', '토리', '베이지']"
71,팬밋업 메이크업 같이 준비해요 - GRWM : Fan Meet Up Makeup,1650704,15000,574,1146,2016.5.28,"['준비', '메이크업']"
72,[ENG] 영롱+핑크 봄 섀도우 추천템 모음   Spring Shadow Review | 또아리뷰,267138,2100,104,451,2016.5.2,"['핑크', '모음', '또아리', '추천']"
73,[ENG] 일본 뷰티템 HAUL 꿀잼 예약 - Japanese HAUL | 또아하울,299506,2700,152,695,2016.5.1,"['예약', '뷰티', '일본']"
74,[팬밋업 공지] 다또아 3번째 팬밋업 다음주에 만나효 ,65602,901,36,503,2016.5.1,"['다음주', '공지']"
75,[ENG] 데일리 메이크업으로 딱 봄광 메이크업  - SPRING Glow Makeup | 다또아,449574,4800,227,975,2016.4.22,"['데일리', '메이크업']"
76,[ENG] 블락비 콘서트 메이크업 같이 준비해요 - GET READY WITH ME | 다또아,1922010,16000,642,1914,2016.4.12,"['콘서트', '준비', '메이크업']"
77,[당첨자확인] 렌즈 50개 나눔 이벤트 50만 구독자 감사합니다 | 다또아,106866,4200,46,5915,2016.4.6,"['감사', '렌즈', '당첨자', '구독자', '확인', '이벤트']"
78,[ENG] 이국적인 코랄그레이 메이크업 - Coral Gray Makeup | 다또아,404827,4200,156,539,2016.3.30,"['그레이', '메이크업', '이국적']"
79,[ENG] 투명 메이크업 24시간 피부가 예뻐보이는 화장법 | 다또아,882908,7400,422,889,2016.3.28,"['시간', '투명', '메이크업', '화장법', '피부']"
80,[ENG] 올 로드샵 영롱한 홍차 메이크업 - Black Tea Makeup | 다또아,602494,9600,181,10159,2016.3.19,"['로드', '메이크업', '홍차']"
81,[ENG] 베트남 출장 기록 - VIETNAM Travel VLOG | 또아VLOG,173055,3600,87,358,2016.3.16,"['출장', '기록', '베트남']"
82,[ENG] 블루베리맛 빵또아 메이크업 - Blueberry Makeup,186067,2600,275,355,2016.3.11,"['블루', '메이크업']"
83,[ENG] 마스카라 픽서 제대로 하는법 | 꿀툐리얼,457745,4200,150,355,2016.3.10,"['리얼', '마스카라']"
84,[ENG] 요즘 추천하는 화장품들 | 또아템 2월 February favorites | 또아리뷰,298853,3100,167,508,2016.2.29,"['화장품', '요즘', '또아리', '추천']"
